"date","observed","trend","seasonal","remainder"
1963.75,-4.3,-8.03302463210732,2.46699145579583,1.26603317631149
1963.83333333333,-8.6,-8.03494095491662,-2.06800508164995,1.50294603656658
1963.91666666667,-11.6,-8.03685727772593,-4.83767627120127,1.2745335489272
1964,-10.4,-8.03877360053523,-5.94125586636607,3.5800294669013
1964.08333333333,-12.9,-8.04068992334453,-6.63890560236871,1.77959552571324
1964.16666666667,-12.6,-8.04260624615384,-5.11858672567002,0.561192971823859
1964.25,-9.8,-8.04452256896314,-2.96897902174644,1.21350159070958
1964.33333333333,-5.1,-8.04643889177244,1.31710068755107,1.62933820422138
1964.41666666667,-1.2,-8.04835521458175,4.79949853734841,2.04885667723333
1964.5,0,-8.04812047216669,6.88496245426635,1.16315801790034
1964.58333333333,-1.4,-8.04788572975164,6.72164632515816,-0.0737605954065206
1964.66666666667,-1.5,-8.04765098733659,5.34707112953604,1.20057985780054
1964.75,-9.1,-8.04741624492153,2.47456204785225,-3.52714580293072
1964.83333333333,-8.5,-8.04718150250648,-2.08138737321802,1.6285688757245
1964.91666666667,-12.8,-8.04694676009143,-4.81678081501933,0.0637275751107529
1965,-14.7,-8.04671201767638,-5.88260891845645,-0.770679063867179
1965.08333333333,-18.5,-8.04647727526132,-6.58644963640359,-3.86707308833509
1965.16666666667,-13.5,-8.04624253284627,-5.15275934326831,-0.300998123885423
